,is_potentially_hazardous_asteroid,estimated_diameter.meters.estimated_diameter_min,estimated_diameter.meters.estimated_diameter_max,close_approach_date,epoch_date_close_approach,orbiting_body,relative_velocity.kilometers_per_second,relative_velocity.kilometers_per_hour,orbit_class_description,id,name,relative_velocity.kilometers_per_minute,proportion_of_max_diameter_to_earth
200,0,48.3676488219,108.1533506775,1995-02-07,1995-02-07 19:37:00,Earth,2.6374923873,9494.9725943107,An asteroid orbit contained entirely within the orbit of the Eart,3438964,(2008 VA15),158.24954323851168,8.487941506631611e-06
201,1,139.4938229344,311.9176705226,1995-02-07,1995-02-07 05:16:00,Earth,32.12017274,115632.6218639942,Near Earth asteroid orbits similar to that of 1221 Amor,3838082,(2019 BF5),1927.2103643999037,2.447949070182075e-05
202,1,221.0828103591,494.3561926196,1995-02-07,1995-02-07 11:13:00,Earth,16.1459712276,58125.4964194507,Near Earth asteroid orbits similar to that of 2062 Aten,3422140,(2008 OS7),968.7582736575116,3.8797378168231045e-05
203,0,253.8370293645,567.5968528656,1995-02-07,1995-02-07 10:10:00,Earth,30.1020291698,108367.305011348,Near Earth asteroid orbits similar to that of 1221 Amor,3507181,(2010 CT),1806.1217501891333,4.454535024843824e-05
204,0,105.8168859331,236.6137501138,1995-02-07,1995-02-07 06:22:00,Earth,5.2364151536,18851.0945531114,Near Earth asteroid orbits similar to that of 1221 Amor,3724111,(2015 NA14),314.18490921852333,1.8569592694537747e-05
205,0,253.8370293645,567.5968528656,1995-02-11,1995-02-11 13:15:00,Earth,10.4274035158,37538.6526569696,Near Earth asteroid orbits similar to that of 2062 Aten,3398650,(2007 YO56),625.6442109494933,4.454535024843824e-05
206,1,201.6299194428,450.8582061718,1995-02-11,1995-02-11 08:00:00,Earth,29.681640603,106853.9061708626,Near Earth asteroid orbits similar to that of 2062 Aten,3734189,(2015 VO66),1780.8984361810433,3.538362942801758e-05
207,1,211.1324447897,472.1064988055,1995-02-11,1995-02-11 19:34:00,Earth,29.6821345454,106855.6843635937,Near Earth asteroid orbits similar to that of 2062 Aten,2512234,512234 (2015 VO66),1780.9280727265616,3.7051208507730336e-05
208,0,18.388867207,41.1187571041,1995-02-11,1995-02-11 09:56:00,Earth,23.8783896507,85962.20274257,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3829436,(2018 RB6),1432.7033790428334,3.22702535740857e-06
209,0,8.4053340207,18.7948982439,1995-02-11,1995-02-11 05:36:00,Earth,10.5302108604,37908.7590974166,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3838779,(2019 CQ5),631.81265162361,1.4750351784570712e-06
210,0,101.054341542,225.9643771094,1995-02-12,1995-02-12 05:03:00,Earth,13.9092558468,50073.321048304,An asteroid orbit contained entirely within the orbit of the Eart,3781463,(2017 RV15),834.5553508050667,1.7733823348720767e-05
211,0,40.2304579834,89.9580388169,1995-02-12,1995-02-12 22:12:00,Earth,15.4199862136,55511.9503688952,An asteroid orbit contained entirely within the orbit of the Eart,3182823,(2004 KG1),925.19917281492,7.059962236454245e-06
212,0,13.9493822934,31.1917670523,1995-02-10,1995-02-10 07:44:00,Earth,23.1366523178,83291.9483439346,Near Earth asteroid orbits similar to that of 1221 Amor,3798998,(2018 CH),1388.1991390655764,2.447949070185214e-06
213,1,253.8370293645,567.5968528656,1995-02-10,1995-02-10 18:12:00,Earth,18.8377199661,67815.791878,An asteroid orbit contained entirely within the orbit of the Eart,2154275,154275 (2002 SR41),1130.263197966667,4.454535024843824e-05
214,0,48.3676488219,108.1533506775,1995-02-10,1995-02-10 19:38:00,Earth,7.2711243501,26176.0476603888,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3289746,(2005 RK3),436.26746100648,8.487941506631611e-06
215,0,18.388867207,41.1187571041,1995-02-19,1995-02-19 20:34:00,Earth,16.549422586,59577.921309591,An asteroid orbit contained entirely within the orbit of the Eart,3770329,(2017 EM),992.96535515985,3.22702535740857e-06
216,0,10.1054341542,22.5964377109,1995-02-19,1995-02-19 17:47:00,Earth,2.8293700894,10185.7323219304,Near Earth asteroid orbits similar to that of 1221 Amor,3799712,(2018 DT),169.76220536550667,1.7733823348689373e-06
217,0,101.054341542,225.9643771094,1995-02-19,1995-02-19 14:41:00,Earth,28.5520254067,102787.2914641726,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3557485,(2011 CX46),1713.1215244028765,1.7733823348720767e-05
218,0,555.334911581,1241.766612574,1995-02-17,1995-02-17 03:09:00,Earth,15.6006738164,56162.425739076,Near Earth asteroid orbits similar to that of 2062 Aten,2275792,275792 (2001 QH142),936.0404289846,9.745460779893265e-05
219,1,305.1792325939,682.4015094011,1995-02-17,1995-02-17 21:03:00,Earth,19.7511350029,71104.0860104116,Near Earth asteroid orbits similar to that of 2062 Aten,3422250,(2008 OP8),1185.0681001735268,5.355529033127452e-05
220,0,12.7219878539,28.4472296503,1995-02-17,1995-02-17 08:54:00,Earth,2.3445187289,8440.2674240647,Near Earth asteroid orbits similar to that of 2062 Aten,3648878,(2013 TG6),140.67112373441165,2.2325560861952595e-06
221,0,127.2198785394,284.4722965033,1995-02-17,1995-02-17 13:41:00,Earth,9.9943074343,35979.5067635619,Near Earth asteroid orbits similar to that of 2062 Aten,3773659,(2017 FQ128),599.658446059365,2.2325560861976142e-05
222,0,637.6097898754,1425.7388332807,1995-02-17,1995-02-17 19:57:00,Earth,17.4552791428,62839.0049140109,Near Earth asteroid orbits similar to that of 1221 Amor,2085953,85953 (1999 FK21),1047.3167485668482,0.0001118928608758986
223,0,146.0679642714,326.6178974458,1995-02-17,1995-02-17 21:01:00,Earth,31.0132588114,111647.7317211876,Near Earth asteroid orbits similar to that of 1221 Amor,3403074,(2008 CC175),1860.79552868646,2.563317355562706e-05
224,0,133.2155666981,297.8790627982,1995-02-17,1995-02-17 10:53:00,Earth,10.6494801248,38338.1284491947,Near Earth asteroid orbits similar to that of 2062 Aten,3451019,(2009 EF3),638.9688074865784,2.337773212982263e-05
225,0,175.6123184804,392.6810818086,1995-02-18,1995-02-18 20:13:00,Earth,6.1085229744,21990.6827079513,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3766092,(2016 YE3),366.511378465855,3.0817852912305764e-05
226,0,92.1626548503,206.0819612321,1995-02-18,1995-02-18 15:01:00,Earth,11.2173481564,40382.4533630756,An asteroid orbit contained entirely within the orbit of the Eart,3703545,(2015 AJ44),673.0408893845932,1.6173439117257888e-05
227,0,19.2555078188,43.0566244241,1995-02-18,1995-02-18 07:59:00,Earth,9.0552146724,32598.7728207093,Near Earth asteroid orbits similar to that of 2062 Aten,3776085,(2017 MA5),543.312880345155,3.379110377028724e-06
228,0,29.1443904535,65.1688382168,1995-02-18,1995-02-18 16:05:00,Earth,7.5756500407,27272.340146549,Near Earth asteroid orbits similar to that of 1221 Amor,3843636,(2019 QZ3),454.5390024424833,5.114490520860148e-06
229,0,7.3207398935,16.3696720474,1995-02-15,1995-02-15 09:40:00,Earth,23.4100298231,84276.1073632331,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3647013,(2013 QP48),1404.6017893872183,1.2847019343431174e-06
230,0,242.4124811008,542.0507863358,1995-02-15,1995-02-15 02:13:00,Earth,3.089003928,11120.4141406276,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3314405,(2006 BX139),185.34023567712663,4.254047922899074e-05
231,0,76.6575573531,171.4115092306,1995-02-15,1995-02-15 01:46:00,Earth,7.919524047,28510.2865690244,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3702321,(2014 YF),475.1714428170733,1.345248071186627e-05
232,0,201.6299194428,450.8582061718,1995-02-15,1995-02-15 22:36:00,Earth,2.1643758564,7791.7530829515,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3447920,(2009 DF1),129.862551382525,3.538362942801758e-05
233,0,167.7084621628,375.0075217981,1995-02-15,1995-02-15 02:15:00,Earth,20.0192419611,72069.2710600874,Near Earth asteroid orbits similar to that of 2062 Aten,3426410,(2008 QV11),1201.1545176681234,2.943082104835191e-05
234,0,92.1626548503,206.0819612321,1995-02-15,1995-02-15 18:33:00,Earth,8.5268559444,30696.681399696,An asteroid orbit contained entirely within the orbit of the Eart,3666785,(2014 FP47),511.6113566616,1.6173439117257888e-05
235,0,16.0160337979,35.8129403019,1995-02-15,1995-02-15 06:13:00,Earth,4.6554785934,16759.7229360863,Near Earth asteroid orbits similar to that of 1221 Amor,3719196,(2015 JR1),279.3287156014383,2.810621590166379e-06
236,0,63.7609789875,142.5738833281,1995-02-15,1995-02-15 18:07:00,Earth,7.9199338078,28511.7617082204,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3610026,(2012 TB53),475.19602847034,1.1189286087592216e-05
237,0,5.4119649666,12.1015215572,1995-02-15,1995-02-15 03:10:00,Earth,19.4732712844,70103.7766238148,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3989296,(2020 BK13),1168.39627706358,9.497348577303406e-07
238,0,530.3407233187,1185.8779085771,1995-02-16,1995-02-16 18:35:00,Earth,16.7314553517,60233.2392661186,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2306462,306462 (1999 RC32),1003.8873211019768,9.306842792160571e-05
239,0,46.1907460282,103.2856480504,1995-02-16,1995-02-16 13:12:00,Earth,14.5882415865,52517.6697114198,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3371672,(2007 FJ1),875.29449519033,8.105921209417674e-06
240,0,139.4938229344,311.9176705226,1995-02-16,1995-02-16 01:05:00,Earth,28.2415483514,101669.5740652034,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3448109,(2009 DB12),1694.4929010867234,2.447949070182075e-05
241,0,92.1626548503,206.0819612321,1995-02-16,1995-02-16 16:11:00,Earth,16.2996226511,58678.6415438135,Near Earth asteroid orbits similar to that of 1221 Amor,3423827,(2008 PR9),977.9773590635584,1.6173439117257888e-05
242,0,18.388867207,41.1187571041,1995-02-16,1995-02-16 21:47:00,Earth,10.4619265877,37662.9357158986,Near Earth asteroid orbits similar to that of 2062 Aten,3740929,(2016 BW14),627.7155952649767,3.22702535740857e-06
243,0,6.676594135,14.9293183439,1995-02-16,1995-02-16 04:59:00,Earth,5.4687564032,19687.5230515691,Near Earth asteroid orbits similar to that of 1221 Amor,3752430,(2016 HD3),328.1253841928184,1.1716620894600534e-06
244,1,1460.6796427136,3266.1789744576,1995-02-13,1995-02-13 07:58:00,Earth,33.9317110082,122154.1596293958,Near Earth asteroid orbits similar to that of 2062 Aten,2192642,192642 (1999 RD32),2035.90266048993,0.00025633173555623923
245,0,9.0814454086,20.3067292676,1995-02-13,1995-02-13 08:00:00,Earth,13.3856782032,48188.4415313854,Near Earth asteroid orbits similar to that of 2062 Aten,3836139,(2018 VA6),803.1406921897566,1.5936846074085702e-06
246,0,12.7219878539,28.4472296503,1995-02-13,1995-02-13 23:47:00,Earth,17.8763553959,64354.8794253732,Near Earth asteroid orbits similar to that of 2062 Aten,3799861,(2018 EZ2),1072.58132375622,2.2325560861952595e-06
247,0,8.4053340207,18.7948982439,1995-02-13,1995-02-13 20:20:00,Earth,13.4666716675,48480.018002933,Near Earth asteroid orbits similar to that of 1221 Amor,3836049,(2018 VX1),808.0003000488833,1.4750351784570712e-06
248,0,14.6067964271,32.6617897446,1995-02-13,1995-02-13 01:14:00,Earth,17.715238164,63774.8573904191,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3798979,(2018 BR6),1062.9142898403184,2.563317355564276e-06
249,0,20.1629919443,45.0858206172,1995-02-13,1995-02-13 16:36:00,Earth,13.4239826447,48326.3375207753,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3776011,(2017 MZ2),805.4389586795883,3.5383629428033272e-06
250,0,27.8326768072,62.2357573367,1995-02-14,1995-02-14 01:53:00,Earth,8.4443752677,30399.7509636371,Near Earth asteroid orbits similar to that of 2062 Aten,3402249,(2008 CK70),506.6625160606183,4.884300528700361e-06
251,0,384.1978910643,859.0926012318,1995-02-14,1995-02-14 00:23:00,Earth,16.820418964,60553.5082703158,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2162015,162015 (1994 TF2),1009.2251378385968,6.742211593406059e-05
252,0,96.5061469579,215.7943048444,1995-02-14,1995-02-14 20:01:00,Earth,11.2628643232,40546.3115634109,Near Earth asteroid orbits similar to that of 1221 Amor,3843369,(2019 OS1),675.7718593901816,1.69356698198399e-05
253,0,53.0340723319,118.5877908577,1995-02-14,1995-02-14 08:40:00,Earth,20.4659421992,73677.3919169638,An asteroid orbit contained entirely within the orbit of the Eart,3892166,(2019 UP13),1227.9565319493963,9.306842792159787e-06
254,0,50.6471458835,113.2504610618,1995-02-26,1995-02-26 10:32:00,Earth,14.1517345446,50946.244360511,An asteroid orbit contained entirely within the orbit of the Eart,3757202,(2016 PP27),849.1040726751834,8.887965865782451e-06
255,0,30.5179232594,68.2401509401,1995-02-26,1995-02-26 23:49:00,Earth,11.5355023458,41527.8084448228,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3799683,(2018 DC),692.1301407470467,5.355529033126667e-06
256,0,242.4124811008,542.0507863358,1995-02-26,1995-02-26 06:20:00,Earth,7.3360990579,26409.9566083647,Near Earth asteroid orbits similar to that of 1221 Amor,2334412,334412 (2002 EZ2),440.165943472745,4.254047922899074e-05
257,0,291.4439045349,651.6883821679,1995-02-26,1995-02-26 05:33:00,Earth,16.0048924285,57617.612742524,An asteroid orbit contained entirely within the orbit of the Eart,2340291,340291 (2006 CV),960.2935457087332,5.114490520859363e-05
258,1,171.0625637514,382.5075209536,1995-02-26,1995-02-26 03:06:00,Earth,16.0719798098,57859.1273154496,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3989242,(2020 BN10),964.3187885908268,3.0019425596735207e-05
259,0,581.5070396458,1300.2892700427,1995-02-24,1995-02-24 16:10:00,Earth,10.6718263642,38418.5749110826,Near Earth asteroid orbits similar to that of 1221 Amor,3766034,(2016 XQ23),640.3095818513767,0.00010204750196536651
260,0,5.5533491158,12.4176661257,1995-02-24,1995-02-24 15:04:00,Earth,12.2801695833,44208.6104999563,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3627010,(2013 CL129),736.8101749992717,9.745460779861874e-07
261,0,63.7609789875,142.5738833281,1995-02-24,1995-02-24 18:46:00,Earth,29.9575051775,107847.0186391105,Near Earth asteroid orbits similar to that of 2062 Aten,3031176,(2000 EB14),1797.4503106518416,1.1189286087592216e-05
262,0,44.9940386047,100.6097289024,1995-02-24,1995-02-24 05:09:00,Earth,3.6067025449,12984.1291616758,Near Earth asteroid orbits similar to that of 2062 Aten,3989653,(2020 CJ1),216.40215269459668,7.895913428221629e-06
263,0,146.0679642714,326.6178974458,1995-02-25,1995-02-25 01:37:00,Earth,17.1644285178,61791.9426639731,An asteroid orbit contained entirely within the orbit of the Eart,3599543,(2012 DQ8),1029.8657110662184,2.563317355562706e-05
264,0,15.2951935344,34.201092472,1995-02-25,1995-02-25 11:14:00,Earth,4.7740040353,17186.4145271212,Near Earth asteroid orbits similar to that of 1221 Amor,3736504,(2015 XN261),286.4402421186867,2.6841227807251605e-06
265,0,38.4197891064,85.9092601232,1995-02-25,1995-02-25 00:26:00,Earth,4.3442246652,15639.2087947834,An asteroid orbit contained entirely within the orbit of the Eart,3771019,(2017 ED3),260.6534799130567,6.7422115934076274e-06
266,0,63.7609789875,142.5738833281,1995-02-25,1995-02-25 18:50:00,Earth,15.6983661426,56514.118113464,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3843177,(2019 NW3),941.9019685577332,1.1189286087592216e-05
267,0,20.7469842192,46.3916670422,1995-02-25,1995-02-25 12:08:00,Earth,9.8624570411,35504.8453480715,Near Earth asteroid orbits similar to that of 2062 Aten,3986764,(2020 BM1),591.7474224678584,3.640846573708994e-06
268,1,146.0679642714,326.6178974458,1995-02-22,1995-02-22 07:01:00,Earth,19.2231654576,69203.395647432,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3646046,(2013 QU1),1153.3899274572,2.563317355562706e-05
269,0,11.0803882126,24.7765012606,1995-02-22,1995-02-22 06:32:00,Earth,7.1641480595,25790.9330143395,Near Earth asteroid orbits similar to that of 1221 Amor,3780693,(2017 PZ26),429.84888357232495,1.9444750636163868e-06
270,0,19.2555078188,43.0566244241,1995-02-22,1995-02-22 16:00:00,Earth,3.559962966,12815.8666774639,Near Earth asteroid orbits similar to that of 1221 Amor,3840126,(2018 PM28),213.5977779577317,3.379110377028724e-06
271,1,121.4940407996,271.6689340891,1995-02-22,1995-02-22 11:34:00,Earth,28.4189571094,102308.2455937979,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3005973,(1995 CR),1705.1374265632985,2.1320745101954165e-05
272,0,44.1118199997,98.6370281305,1995-02-22,1995-02-22 13:38:00,Earth,17.5649076529,63233.6675505206,An asteroid orbit contained entirely within the orbit of the Eart,3348144,(2006 TL),1053.8944591753434,7.741094657863757e-06
273,0,44.1118199997,98.6370281305,1995-02-22,1995-02-22 06:00:00,Earth,10.5515197723,37985.4711801058,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3660308,(2014 BR57),633.0911863350967,7.741094657863757e-06
274,1,802.7031672829,1794.8988477988,1995-02-23,1995-02-23 06:22:00,Earth,10.0294124178,36105.8847039331,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2200840,200840 (2001 XN254),601.7647450655517,0.0001408647659550149
275,0,4.6190746028,10.328564805,1995-02-23,1995-02-23 18:52:00,Earth,10.6105246542,38197.8887550016,Near Earth asteroid orbits similar to that of 1221 Amor,3726012,(2015 PS228),636.6314792500267,8.10592120938628e-07
276,0,53.0340723319,118.5877908577,1995-02-23,1995-02-23 08:07:00,Earth,20.7028686255,74530.3270516308,An asteroid orbit contained entirely within the orbit of the Eart,3664086,(2014 EC49),1242.17211752718,9.306842792159787e-06
277,1,160.1603379786,358.1294030194,1995-02-23,1995-02-23 18:22:00,Earth,17.947262088,64610.143516674,Near Earth asteroid orbits similar to that of 1221 Amor,2216985,216985 (2000 QK130),1076.8357252779,2.810621590169518e-05
278,0,699.1252322458,1563.2915440869,1995-02-23,1995-02-23 15:11:00,Earth,37.6101691531,135396.6089510848,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2455594,455594 (2004 SV55),2256.6101491847467,0.0001226880822545048
279,0,291.4439045349,651.6883821679,1995-02-23,1995-02-23 00:11:00,Earth,28.810387646,103717.395525622,Near Earth asteroid orbits similar to that of 2062 Aten,3404525,(2008 EJ),1728.6232587603668,5.114490520859363e-05
280,0,11.6025908209,25.9441817907,1995-02-23,1995-02-23 15:05:00,Earth,14.9956368105,53984.292517769,An asteroid orbit contained entirely within the orbit of the Eart,3799830,(2018 ES1),899.7382086294833,2.0361153500784804e-06
281,0,265.8,594.3468684194,1995-02-23,1995-02-23 21:25:00,Earth,27.9375247264,100575.0890150731,Near Earth asteroid orbits similar to that of 1221 Amor,3627116,(2013 DM1),1676.2514835845516,4.664470792806467e-05
282,0,26.58,59.4346868419,1995-02-20,1995-02-20 22:41:00,Earth,0.681436673,2453.1720226433,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3781977,(2017 SV19),40.886200377388334,4.664470792803328e-06
283,0,80.2703167283,179.4898847799,1995-02-20,1995-02-20 22:25:00,Earth,18.0944504784,65140.0217221424,Near Earth asteroid orbits similar to that of 1221 Amor,3264547,(2004 YA5),1085.6670287023733,1.408647659550306e-05
284,0,146.0679642714,326.6178974458,1995-02-20,1995-02-20 01:08:00,Earth,17.3399436264,62423.7970551548,Near Earth asteroid orbits similar to that of 2062 Aten,3368184,(2007 CA27),1040.3966175859134,2.563317355562706e-05
285,0,30.5179232594,68.2401509401,1995-02-20,1995-02-20 18:14:00,Earth,13.4359250562,48369.330202288,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3625940,(2013 CL22),806.1555033714667,5.355529033126667e-06
286,1,366.9061375314,820.4270648822,1995-02-20,1995-02-20 13:12:00,Earth,21.7309566082,78231.4437895517,Near Earth asteroid orbits similar to that of 1221 Amor,3744785,(2016 CL264),1303.8573964925283,6.438762085090253e-05
287,1,384.1978910643,859.0926012318,1995-02-20,1995-02-20 09:39:00,Earth,18.8746964548,67948.9072373912,Near Earth asteroid orbits similar to that of 2062 Aten,2152685,152685 (1998 MZ),1132.4817872898534,6.742211593406059e-05
288,0,530.3407233187,1185.8779085771,1995-02-20,1995-02-20 09:36:00,Earth,21.8388396327,78619.8226778388,Near Earth asteroid orbits similar to that of 1221 Amor,2326386,326386 (2001 OA14),1310.33037796398,9.306842792160571e-05
289,1,146.0679642714,326.6178974458,1995-02-20,1995-02-20 06:47:00,Earth,18.2886298538,65839.0674735529,Near Earth asteroid orbits similar to that of 2062 Aten,3638380,(2013 JL22),1097.3177912258818,2.563317355562706e-05
290,0,146.0679642714,326.6178974458,1995-02-20,1995-02-20 01:08:00,Earth,17.3399435263,62423.7966946249,An asteroid orbit contained entirely within the orbit of the Eart,2526826,526826 (2007 CA27),1040.3966115770816,2.563317355562706e-05
291,1,211.1324447897,472.1064988055,1995-02-21,1995-02-21 04:07:00,Earth,6.5617579266,23622.3285357672,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2303450,303450 (2005 BY2),393.70547559612,3.7051208507730336e-05
292,0,24.2412481101,54.2050786336,1995-02-21,1995-02-21 15:03:00,Earth,10.5124589424,37844.8521924812,Near Earth asteroid orbits similar to that of 1221 Amor,3596492,(2012 BV61),630.7475365413534,4.254047922900644e-06
293,0,80.2703167283,179.4898847799,1995-02-21,1995-02-21 21:43:00,Earth,5.279469911,19006.0916796957,An asteroid orbit contained entirely within the orbit of the Eart,3743607,(2016 CV193),316.768194661595,1.408647659550306e-05
294,0,8.4053340207,18.7948982439,1995-02-21,1995-02-21 22:16:00,Earth,5.439276664,19581.3959904839,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3744694,(2016 DH),326.35659984139835,1.4750351784570712e-06
295,0,231.5021222103,517.6544821978,1995-02-21,1995-02-21 14:17:00,Earth,24.5854821807,88507.7358504059,Near Earth asteroid orbits similar to that of 1221 Amor,3770349,(2017 EU),1475.1289308400983,4.062584226948673e-05
296,0,483.6764882185,1081.533506775,1995-02-21,1995-02-21 17:29:00,Earth,15.474761059,55709.1398122884,Near Earth asteroid orbits similar to that of 1221 Amor,2311554,311554 (2006 BQ147),928.48566353814,8.487941506631613e-05
297,0,441.1181999969,986.3702813054,1995-02-21,1995-02-21 04:17:00,Earth,16.1803917206,58249.4101939976,Near Earth asteroid orbits similar to that of 2062 Aten,2267136,267136 (2000 EF104),970.8235032332934,7.741094657866897e-05
298,0,441.1181999969,986.3702813054,1995-02-21,1995-02-21 15:44:00,Earth,15.1061401776,54382.1046394622,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3360486,(2006 WE4),906.3684106577034,7.741094657866897e-05
299,0,160.1603379786,358.1294030194,1995-02-21,1995-02-21 12:08:00,Earth,20.3431731991,73235.4235168198,An asteroid orbit contained entirely within the orbit of the Eart,3656919,(2014 BG3),1220.5903919469968,2.810621590169518e-05
300,0,421.2646105562,941.9763057186,1995-02-21,1995-02-21 12:54:00,Earth,29.7324258494,107036.7330578476,Near Earth asteroid orbits similar to that of 2062 Aten,3803762,(2018 GY4),1783.9455509641266,7.39268800595354e-05
